номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал,отклонение_пцт,наименование_статьи
ОП-2019-001791,МСТ-003,Акдала,СКВ-01791,2019-11-10,2019-11-21,625.1,616.5,11,ЗТР-07,1267.76,1474.38,206.62,2019,11,Q4,16.3,Электроэнергия
ОП-2019-001785,МСТ-003,Акдала,СКВ-01785,2019-11-10,2019-12-01,884.9,880.0,21,ЗТР-07,1747.93,2056.02,308.09,2019,11,Q4,17.6,Электроэнергия
ОП-2019-001832,МСТ-008,Уванас,СКВ-01832,2019-11-10,2019-11-27,936.0,876.8,17,ЗТР-05,1990.62,2322.0,331.38,2019,11,Q4,16.6,Амортизация оборудования
ОП-2019-001820,МСТ-006,Мынкудук,СКВ-01820,2019-11-11,2019-11-26,601.6,618.3,15,ЗТР-04,2246.7,2623.22,376.52,2019,11,Q4,16.8,Транспорт и логистика
ОП-2019-001794,МСТ-003,Акдала,СКВ-01794,2019-11-11,2019-12-04,798.9,786.1,23,ЗТР-05,1424.17,1674.35,250.18,2019,11,Q4,17.6,Амортизация оборудования
ОП-2019-001835,МСТ-008,Уванас,СКВ-01835,2019-11-11,2019-11-21,586.4,552.2,10,ЗТР-08,521.64,604.68,83.04,2019,11,Q4,15.9,Охрана труда и ТБ
ОП-2019-001835,МСТ-008,Уванас,СКВ-01835,2019-11-11,2019-11-21,586.4,552.2,10,ЗТР-02,1566.51,1841.33,274.82,2019,11,Q4,17.5,Заработная плата
ОП-2019-001794,МСТ-003,Акдала,СКВ-01794,2019-11-11,2019-12-04,798.9,786.1,23,ЗТР-09,509.36,586.07,76.71,2019,11,Q4,15.1,Прочие расходы
ОП-2019-001821,МСТ-006,Мынкудук,СКВ-01821,2019-11-12,2019-11-26,632.0,626.3,14,ЗТР-05,1698.99,1978.56,279.57,2019,11,Q4,16.5,Амортизация оборудования
ОП-2019-001777,МСТ-001,Инкай,СКВ-01777,2019-11-12,2019-11-23,521.6,525.3,11,ЗТР-04,557.21,644.86,87.65,2019,11,Q4,15.7,Транспорт и логистика
ОП-2019-001806,МСТ-005,Харасан,СКВ-01806,2019-11-13,2019-11-30,820.5,803.7,17,ЗТР-08,444.7,519.94,75.24,2019,11,Q4,16.9,Охрана труда и ТБ
ОП-2019-001809,МСТ-005,Харасан,СКВ-01809,2019-11-13,2019-11-24,501.7,488.9,11,ЗТР-06,507.38,595.33,87.95,2019,11,Q4,17.3,Подрядные работы
ОП-2019-001780,МСТ-001,Инкай,СКВ-01780,2019-11-14,2019-12-01,726.5,800.9,17,ЗТР-02,5988.39,7022.42,1034.03,2019,11,Q4,17.3,Заработная плата
ОП-2019-001780,МСТ-001,Инкай,СКВ-01780,2019-11-14,2019-12-01,726.5,800.9,17,ЗТР-07,1793.07,2063.4,270.33,2019,11,Q4,15.1,Электроэнергия
ОП-2019-001840,МСТ-009,Ирколь,СКВ-01840,2019-11-14,2019-12-04,866.0,878.6,20,ЗТР-07,2155.44,2484.65,329.21,2019,11,Q4,15.3,Электроэнергия
ОП-2019-001801,МСТ-004,Южный Инкай,СКВ-01801,2019-11-14,2019-11-25,606.9,584.6,11,ЗТР-04,1001.29,1168.61,167.32,2019,11,Q4,16.7,Транспорт и логистика
ОП-2019-001842,МСТ-009,Ирколь,СКВ-01842,2019-11-14,2019-11-23,397.6,441.2,9,ЗТР-03,1592.81,1866.05,273.24,2019,11,Q4,17.2,Материалы и запчасти
ОП-2019-001774,МСТ-001,Инкай,СКВ-01774,2019-11-14,2019-11-22,460.1,468.2,8,ЗТР-04,1934.32,2234.01,299.69,2019,11,Q4,15.5,Транспорт и логистика
ОП-2019-001822,МСТ-006,Мынкудук,СКВ-01822,2019-11-17,2019-11-30,534.8,563.9,13,ЗТР-03,2045.53,2380.94,335.41,2019,11,Q4,16.4,Материалы и запчасти
ОП-2019-001796,МСТ-004,Южный Инкай,СКВ-01796,2019-11-18,2019-11-25,382.6,418.2,7,ЗТР-03,1437.18,1662.74,225.56,2019,11,Q4,15.7,Материалы и запчасти
ОП-2019-001796,МСТ-004,Южный Инкай,СКВ-01796,2019-11-18,2019-11-25,382.6,418.2,7,ЗТР-09,133.55,155.71,22.16,2019,11,Q4,16.6,Прочие расходы
ОП-2019-001797,МСТ-004,Южный Инкай,СКВ-01797,2019-11-18,2019-12-01,568.4,552.0,13,ЗТР-01,2646.57,3093.92,447.35,2019,11,Q4,16.9,ГСМ и топливо
ОП-2019-001782,МСТ-002,Буденовское,СКВ-01782,2019-11-18,2019-11-28,390.2,395.5,10,ЗТР-09,282.25,325.94,43.69,2019,11,Q4,15.5,Прочие расходы
ОП-2019-001803,МСТ-004,Южный Инкай,СКВ-01803,2019-11-18,2019-12-02,600.2,561.4,14,ЗТР-07,791.25,910.79,119.54,2019,11,Q4,15.1,Электроэнергия
ОП-2019-001776,МСТ-001,Инкай,СКВ-01776,2019-11-18,2019-12-07,857.3,847.9,19,ЗТР-01,4384.27,5062.44,678.17,2019,11,Q4,15.5,ГСМ и топливо
ОП-2019-001776,МСТ-001,Инкай,СКВ-01776,2019-11-18,2019-12-07,857.3,847.9,19,ЗТР-02,3624.7,4262.84,638.14,2019,11,Q4,17.6,Заработная плата
ОП-2019-001843,МСТ-011,Северный Харасан,СКВ-01843,2019-11-19,2019-12-08,607.0,592.3,19,ЗТР-08,825.14,968.51,143.37,2019,11,Q4,17.4,Охрана труда и ТБ
ОП-2019-001790,МСТ-003,Акдала,СКВ-01790,2019-11-20,2019-11-29,520.8,497.2,9,ЗТР-03,2533.69,2966.11,432.42,2019,11,Q4,17.1,Материалы и запчасти
ОП-2019-001815,МСТ-006,Мынкудук,СКВ-01815,2019-11-20,2019-11-29,489.8,509.0,9,ЗТР-04,2035.81,2365.15,329.34,2019,11,Q4,16.2,Транспорт и логистика
ОП-2019-001790,МСТ-003,Акдала,СКВ-01790,2019-11-20,2019-11-29,520.8,497.2,9,ЗТР-04,1728.03,1997.8,269.77,2019,11,Q4,15.6,Транспорт и логистика
ОП-2019-001790,МСТ-003,Акдала,СКВ-01790,2019-11-20,2019-11-29,520.8,497.2,9,ЗТР-06,2283.15,2669.33,386.18,2019,11,Q4,16.9,Подрядные работы
ОП-2019-001790,МСТ-003,Акдала,СКВ-01790,2019-11-20,2019-11-29,520.8,497.2,9,ЗТР-07,745.27,871.58,126.31,2019,11,Q4,16.9,Электроэнергия
ОП-2019-001795,МСТ-003,Акдала,СКВ-01795,2019-11-20,2019-12-04,690.6,717.9,14,ЗТР-09,79.22,92.15,12.93,2019,11,Q4,16.3,Прочие расходы
ОП-2019-001792,МСТ-003,Акдала,СКВ-01792,2019-11-21,2019-12-03,471.3,495.6,12,ЗТР-06,3173.52,3675.37,501.85,2019,11,Q4,15.8,Подрядные работы
ОП-2019-001792,МСТ-003,Акдала,СКВ-01792,2019-11-21,2019-12-03,471.3,495.6,12,ЗТР-09,213.49,246.7,33.21,2019,11,Q4,15.6,Прочие расходы
ОП-2019-001773,МСТ-001,Инкай,СКВ-01773,2019-11-21,2019-11-27,422.7,411.2,6,ЗТР-06,1700.19,1979.67,279.48,2019,11,Q4,16.4,Подрядные работы
ОП-2019-001773,МСТ-001,Инкай,СКВ-01773,2019-11-21,2019-11-27,422.7,411.2,6,ЗТР-08,88.31,103.66,15.35,2019,11,Q4,17.4,Охрана труда и ТБ
ОП-2019-001837,МСТ-009,Ирколь,СКВ-01837,2019-11-21,2019-12-04,637.7,706.6,13,ЗТР-07,1201.21,1391.9,190.69,2019,11,Q4,15.9,Электроэнергия
ОП-2019-001783,МСТ-002,Буденовское,СКВ-01783,2019-11-21,2019-11-27,314.8,340.2,6,ЗТР-06,1530.33,1775.57,245.24,2019,11,Q4,16.0,Подрядные работы
ОП-2019-001837,МСТ-009,Ирколь,СКВ-01837,2019-11-21,2019-12-04,637.7,706.6,13,ЗТР-03,2214.55,2596.28,381.73,2019,11,Q4,17.2,Материалы и запчасти
ОП-2019-001852,МСТ-012,Заречное,СКВ-01852,2019-11-22,2019-12-03,599.8,643.5,11,ЗТР-08,1400.58,1622.22,221.64,2019,11,Q4,15.8,Охрана труда и ТБ
ОП-2019-001852,МСТ-012,Заречное,СКВ-01852,2019-11-22,2019-12-03,599.8,643.5,11,ЗТР-05,1369.37,1610.74,241.37,2019,11,Q4,17.6,Амортизация оборудования
ОП-2019-001823,МСТ-007,Канжуган,СКВ-01823,2019-11-22,2019-12-02,565.9,539.7,10,ЗТР-06,2109.08,2460.33,351.25,2019,11,Q4,16.7,Подрядные работы
ОП-2019-001827,МСТ-007,Канжуган,СКВ-01827,2019-11-22,2019-11-28,362.9,330.1,6,ЗТР-09,304.27,351.73,47.46,2019,11,Q4,15.6,Прочие расходы
ОП-2019-001852,МСТ-012,Заречное,СКВ-01852,2019-11-22,2019-12-03,599.8,643.5,11,ЗТР-02,2799.15,3225.45,426.3,2019,11,Q4,15.2,Заработная плата
ОП-2019-001827,МСТ-007,Канжуган,СКВ-01827,2019-11-22,2019-11-28,362.9,330.1,6,ЗТР-04,466.49,541.3,74.81,2019,11,Q4,16.0,Транспорт и логистика
ОП-2019-001800,МСТ-004,Южный Инкай,СКВ-01800,2019-11-23,2019-12-02,566.7,530.8,9,ЗТР-06,2304.35,2710.95,406.6,2019,11,Q4,17.6,Подрядные работы
ОП-2019-001808,МСТ-005,Харасан,СКВ-01808,2019-11-23,2019-12-09,813.3,802.9,16,ЗТР-06,547.79,630.93,83.14,2019,11,Q4,15.2,Подрядные работы
ОП-2019-001805,МСТ-004,Южный Инкай,СКВ-01805,2019-11-25,2019-12-08,535.5,564.2,13,ЗТР-08,222.02,258.82,36.8,2019,11,Q4,16.6,Охрана труда и ТБ
ОП-2019-001810,МСТ-005,Харасан,СКВ-01810,2019-11-28,2019-12-10,570.0,570.3,12,ЗТР-01,3521.61,4138.84,617.23,2019,11,Q4,17.5,ГСМ и топливо
ОП-2019-001810,МСТ-005,Харасан,СКВ-01810,2019-11-28,2019-12-10,570.0,570.3,12,ЗТР-03,772.9,907.9,135.0,2019,11,Q4,17.5,Материалы и запчасти
ОП-2019-001907,МСТ-008,Уванас,СКВ-01907,2019-12-01,2019-12-11,588.4,614.9,10,ЗТР-02,2242.11,2611.46,369.35,2019,12,Q4,16.5,Заработная плата
ОП-2019-001859,МСТ-001,Инкай,СКВ-01859,2019-12-01,2019-12-17,531.6,581.1,16,ЗТР-09,439.5,515.31,75.81,2019,12,Q4,17.2,Прочие расходы
ОП-2019-001857,МСТ-001,Инкай,СКВ-01857,2019-12-01,2019-12-14,436.9,417.7,13,ЗТР-01,973.51,1134.58,161.07,2019,12,Q4,16.5,ГСМ и топливо
ОП-2019-001893,МСТ-005,Харасан,СКВ-01893,2019-12-02,2019-12-11,545.8,512.5,9,ЗТР-03,2028.23,2350.8,322.57,2019,12,Q4,15.9,Материалы и запчасти
ОП-2019-001856,МСТ-001,Инкай,СКВ-01856,2019-12-03,2019-12-17,748.0,775.7,14,ЗТР-06,3539.17,4089.5,550.33,2019,12,Q4,15.5,Подрядные работы
ОП-2019-001876,МСТ-003,Акдала,СКВ-01876,2019-12-03,2019-12-30,930.9,880.8,27,ЗТР-01,5030.12,5832.13,802.01,2019,12,Q4,15.9,ГСМ и топливо
ОП-2019-001876,МСТ-003,Акдала,СКВ-01876,2019-12-03,2019-12-30,930.9,880.8,27,ЗТР-09,595.78,700.13,104.35,2019,12,Q4,17.5,Прочие расходы
ОП-2019-001882,МСТ-004,Южный Инкай,СКВ-01882,2019-12-04,2019-12-19,730.2,711.5,15,ЗТР-08,654.27,764.13,109.86,2019,12,Q4,16.8,Охрана труда и ТБ
ОП-2019-001909,МСТ-008,Уванас,СКВ-01909,2019-12-05,2019-12-18,519.9,481.1,13,ЗТР-06,4413.4,5180.37,766.97,2019,12,Q4,17.4,Подрядные работы
ОП-2019-001870,МСТ-002,Буденовское,СКВ-01870,2019-12-05,2019-12-09,242.5,225.7,4,ЗТР-07,567.95,656.02,88.07,2019,12,Q4,15.5,Электроэнергия
ОП-2019-001901,МСТ-006,Мынкудук,СКВ-01901,2019-12-05,2019-12-28,766.4,703.5,23,ЗТР-06,2913.0,3394.67,481.67,2019,12,Q4,16.5,Подрядные работы
ОП-2019-001870,МСТ-002,Буденовское,СКВ-01870,2019-12-05,2019-12-09,242.5,225.7,4,ЗТР-02,2151.5,2511.01,359.51,2019,12,Q4,16.7,Заработная плата
ОП-2019-001870,МСТ-002,Буденовское,СКВ-01870,2019-12-05,2019-12-09,242.5,225.7,4,ЗТР-03,866.86,1010.75,143.89,2019,12,Q4,16.6,Материалы и запчасти
ОП-2019-001901,МСТ-006,Мынкудук,СКВ-01901,2019-12-05,2019-12-28,766.4,703.5,23,ЗТР-04,2633.98,3082.49,448.51,2019,12,Q4,17.0,Транспорт и логистика
ОП-2019-001903,МСТ-006,Мынкудук,СКВ-01903,2019-12-06,2019-12-16,508.9,527.0,10,ЗТР-01,1816.47,2119.17,302.7,2019,12,Q4,16.7,ГСМ и топливо
ОП-2019-001881,МСТ-004,Южный Инкай,СКВ-01881,2019-12-07,2019-12-23,583.7,560.8,16,ЗТР-09,439.49,511.4,71.91,2019,12,Q4,16.4,Прочие расходы
ОП-2019-001881,МСТ-004,Южный Инкай,СКВ-01881,2019-12-07,2019-12-23,583.7,560.8,16,ЗТР-02,4636.35,5353.77,717.42,2019,12,Q4,15.5,Заработная плата
ОП-2019-001917,МСТ-009,Ирколь,СКВ-01917,2019-12-08,2019-12-24,810.6,758.5,16,ЗТР-05,1179.08,1372.62,193.54,2019,12,Q4,16.4,Амортизация оборудования
ОП-2019-001926,МСТ-012,Заречное,СКВ-01926,2019-12-09,2020-01-04,841.7,860.4,26,ЗТР-09,945.93,1109.64,163.71,2019,12,Q4,17.3,Прочие расходы
ОП-2019-001912,МСТ-008,Уванас,СКВ-01912,2019-12-09,2019-12-22,586.8,646.7,13,ЗТР-01,3106.95,3644.05,537.1,2019,12,Q4,17.3,ГСМ и топливо
ОП-2019-001926,МСТ-012,Заречное,СКВ-01926,2019-12-09,2020-01-04,841.7,860.4,26,ЗТР-02,7446.49,8755.05,1308.56,2019,12,Q4,17.6,Заработная плата
ОП-2019-001898,МСТ-006,Мынкудук,СКВ-01898,2019-12-10,2019-12-23,676.6,655.7,13,ЗТР-03,3679.59,4261.0,581.41,2019,12,Q4,15.8,Материалы и запчасти
ОП-2019-001898,МСТ-006,Мынкудук,СКВ-01898,2019-12-10,2019-12-23,676.6,655.7,13,ЗТР-06,2771.62,3200.06,428.44,2019,12,Q4,15.5,Подрядные работы
ОП-2019-001897,МСТ-006,Мынкудук,СКВ-01897,2019-12-12,2019-12-26,823.7,768.1,14,ЗТР-03,4853.77,5645.3,791.53,2019,12,Q4,16.3,Материалы и запчасти
ОП-2019-001878,МСТ-003,Акдала,СКВ-01878,2019-12-12,2019-12-31,732.4,793.7,19,ЗТР-01,5592.22,6489.82,897.6,2019,12,Q4,16.1,ГСМ и топливо
ОП-2019-001874,МСТ-003,Акдала,СКВ-01874,2019-12-13,2019-12-30,772.7,757.3,17,ЗТР-01,5205.02,5990.1,785.08,2019,12,Q4,15.1,ГСМ и топливо
ОП-2019-001919,МСТ-009,Ирколь,СКВ-01919,2019-12-14,2019-12-27,401.5,437.2,13,ЗТР-05,961.38,1124.43,163.05,2019,12,Q4,17.0,Амортизация оборудования
ОП-2019-001919,МСТ-009,Ирколь,СКВ-01919,2019-12-14,2019-12-27,401.5,437.2,13,ЗТР-02,2319.31,2727.02,407.71,2019,12,Q4,17.6,Заработная плата
ОП-2019-001918,МСТ-009,Ирколь,СКВ-01918,2019-12-14,2019-12-27,447.9,475.6,13,ЗТР-02,3204.31,3751.73,547.42,2019,12,Q4,17.1,Заработная плата
ОП-2019-001868,МСТ-002,Буденовское,СКВ-01868,2019-12-15,2019-12-23,423.9,422.7,8,ЗТР-02,4189.7,4894.7,705.0,2019,12,Q4,16.8,Заработная плата
ОП-2019-001864,МСТ-001,Инкай,СКВ-01864,2019-12-16,2019-12-31,796.8,834.9,15,ЗТР-07,2141.45,2465.68,324.23,2019,12,Q4,15.1,Электроэнергия
ОП-2019-001877,МСТ-003,Акдала,СКВ-01877,2019-12-16,2020-01-05,685.8,674.7,20,ЗТР-04,996.29,1154.02,157.73,2019,12,Q4,15.8,Транспорт и логистика
ОП-2019-001877,МСТ-003,Акдала,СКВ-01877,2019-12-16,2020-01-05,685.8,674.7,20,ЗТР-07,1236.06,1445.32,209.26,2019,12,Q4,16.9,Электроэнергия
ОП-2019-001924,МСТ-011,Северный Харасан,СКВ-01924,2019-12-16,2019-12-23,339.1,368.9,7,ЗТР-06,393.12,455.06,61.94,2019,12,Q4,15.8,Подрядные работы
ОП-2019-001864,МСТ-001,Инкай,СКВ-01864,2019-12-16,2019-12-31,796.8,834.9,15,ЗТР-03,4334.69,5004.51,669.82,2019,12,Q4,15.5,Материалы и запчасти
ОП-2019-001924,МСТ-011,Северный Харасан,СКВ-01924,2019-12-16,2019-12-23,339.1,368.9,7,ЗТР-05,636.93,746.1,109.17,2019,12,Q4,17.1,Амортизация оборудования
ОП-2019-001900,МСТ-006,Мынкудук,СКВ-01900,2019-12-17,2020-01-02,583.2,556.6,16,ЗТР-04,2046.05,2361.75,315.7,2019,12,Q4,15.4,Транспорт и логистика
ОП-2019-001883,МСТ-004,Южный Инкай,СКВ-01883,2019-12-17,2019-12-31,747.7,683.7,14,ЗТР-07,1670.71,1946.0,275.29,2019,12,Q4,16.5,Электроэнергия
ОП-2019-001900,МСТ-006,Мынкудук,СКВ-01900,2019-12-17,2020-01-02,583.2,556.6,16,ЗТР-09,350.79,409.91,59.12,2019,12,Q4,16.9,Прочие расходы
ОП-2019-001890,МСТ-005,Харасан,СКВ-01890,2019-12-17,2019-12-29,500.0,489.5,12,ЗТР-07,740.12,861.44,121.32,2019,12,Q4,16.4,Электроэнергия
ОП-2019-001890,МСТ-005,Харасан,СКВ-01890,2019-12-17,2019-12-29,500.0,489.5,12,ЗТР-02,2034.71,2387.16,352.45,2019,12,Q4,17.3,Заработная плата
ОП-2019-001866,МСТ-001,Инкай,СКВ-01866,2019-12-17,2019-12-27,532.5,559.3,10,ЗТР-02,3204.26,3767.68,563.42,2019,12,Q4,17.6,Заработная плата
ОП-2019-001865,МСТ-001,Инкай,СКВ-01865,2019-12-17,2019-12-29,682.4,698.7,12,ЗТР-03,3931.29,4579.31,648.02,2019,12,Q4,16.5,Материалы и запчасти
ОП-2019-001895,МСТ-006,Мынкудук,СКВ-01895,2019-12-18,2020-01-01,776.4,822.2,14,ЗТР-08,831.36,963.11,131.75,2019,12,Q4,15.8,Охрана труда и ТБ
ОП-2019-001929,МСТ-012,Заречное,СКВ-01929,2019-12-20,2020-01-01,729.5,754.4,12,ЗТР-08,446.29,520.74,74.45,2019,12,Q4,16.7,Охрана труда и ТБ
ОП-2019-001911,МСТ-008,Уванас,СКВ-01911,2019-12-22,2020-01-04,578.9,546.7,13,ЗТР-03,2016.82,2368.79,351.97,2019,12,Q4,17.5,Материалы и запчасти
ОП-2019-001911,МСТ-008,Уванас,СКВ-01911,2019-12-22,2020-01-04,578.9,546.7,13,ЗТР-07,727.52,847.23,119.71,2019,12,Q4,16.5,Электроэнергия
ОП-2019-001886,МСТ-004,Южный Инкай,СКВ-01886,2019-12-22,2020-01-09,622.7,663.4,18,ЗТР-09,532.05,614.97,82.92,2019,12,Q4,15.6,Прочие расходы
ОП-2019-001886,МСТ-004,Южный Инкай,СКВ-01886,2019-12-22,2020-01-09,622.7,663.4,18,ЗТР-05,1233.84,1430.64,196.8,2019,12,Q4,16.0,Амортизация оборудования
ОП-2019-001886,МСТ-004,Южный Инкай,СКВ-01886,2019-12-22,2020-01-09,622.7,663.4,18,ЗТР-06,2192.72,2575.23,382.51,2019,12,Q4,17.4,Подрядные работы
ОП-2019-001892,МСТ-005,Харасан,СКВ-01892,2019-12-22,2020-01-09,679.1,625.9,18,ЗТР-02,1889.42,2205.66,316.24,2019,12,Q4,16.7,Заработная плата
ОП-2019-001892,МСТ-005,Харасан,СКВ-01892,2019-12-22,2020-01-09,679.1,625.9,18,ЗТР-08,441.26,518.45,77.19,2019,12,Q4,17.5,Охрана труда и ТБ
ОП-2019-001923,МСТ-011,Северный Харасан,СКВ-01923,2019-12-24,2020-01-02,294.3,308.0,9,ЗТР-03,847.69,995.43,147.74,2019,12,Q4,17.4,Материалы и запчасти
ОП-2019-001904,МСТ-007,Канжуган,СКВ-01904,2019-12-24,2019-12-29,272.0,298.9,5,ЗТР-02,1288.7,1506.37,217.67,2019,12,Q4,16.9,Заработная плата
ОП-2019-001904,МСТ-007,Канжуган,СКВ-01904,2019-12-24,2019-12-29,272.0,298.9,5,ЗТР-04,705.58,816.72,111.14,2019,12,Q4,15.8,Транспорт и логистика
ОП-2019-001927,МСТ-012,Заречное,СКВ-01927,2019-12-25,2020-01-08,536.5,557.5,14,ЗТР-02,2027.56,2383.47,355.91,2019,12,Q4,17.6,Заработная плата
ОП-2019-001879,МСТ-003,Акдала,СКВ-01879,2019-12-25,2020-01-13,696.6,650.2,19,ЗТР-05,1827.31,2145.46,318.15,2019,12,Q4,17.4,Амортизация оборудования
ОП-2019-001879,МСТ-003,Акдала,СКВ-01879,2019-12-25,2020-01-13,696.6,650.2,19,ЗТР-04,1897.0,2225.24,328.24,2019,12,Q4,17.3,Транспорт и логистика
ОП-2019-001879,МСТ-003,Акдала,СКВ-01879,2019-12-25,2020-01-13,696.6,650.2,19,ЗТР-01,1407.17,1652.96,245.79,2019,12,Q4,17.5,ГСМ и топливо
ОП-2019-001908,МСТ-008,Уванас,СКВ-01908,2019-12-26,2020-01-06,451.0,412.0,11,ЗТР-04,1729.63,1998.56,268.93,2019,12,Q4,15.5,Транспорт и логистика
ОП-2019-001872,МСТ-003,Акдала,СКВ-01872,2019-12-26,2020-01-02,387.3,416.0,7,ЗТР-08,1160.79,1339.81,179.02,2019,12,Q4,15.4,Охрана труда и ТБ
ОП-2019-001871,МСТ-002,Буденовское,СКВ-01871,2019-12-26,2020-01-03,400.6,404.5,8,ЗТР-04,1619.56,1888.23,268.67,2019,12,Q4,16.6,Транспорт и логистика
ОП-2019-001915,МСТ-009,Ирколь,СКВ-01915,2019-12-26,2020-01-06,433.9,478.4,11,ЗТР-06,1956.99,2257.15,300.16,2019,12,Q4,15.3,Подрядные работы
ОП-2019-001871,МСТ-002,Буденовское,СКВ-01871,2019-12-26,2020-01-03,400.6,404.5,8,ЗТР-08,576.62,672.3,95.68,2019,12,Q4,16.6,Охрана труда и ТБ
ОП-2019-001908,МСТ-008,Уванас,СКВ-01908,2019-12-26,2020-01-06,451.0,412.0,11,ЗТР-07,680.32,791.58,111.26,2019,12,Q4,16.4,Электроэнергия
ОП-2019-001896,МСТ-006,Мынкудук,СКВ-01896,2019-12-27,2020-01-07,368.9,400.2,11,ЗТР-01,809.43,948.56,139.13,2019,12,Q4,17.2,ГСМ и топливо
ОП-2019-001896,МСТ-006,Мынкудук,СКВ-01896,2019-12-27,2020-01-07,368.9,400.2,11,ЗТР-08,369.46,425.52,56.06,2019,12,Q4,15.2,Охрана труда и ТБ
ОП-2019-001860,МСТ-001,Инкай,СКВ-01860,2019-12-28,2020-01-05,512.6,482.8,8,ЗТР-09,149.34,173.62,24.28,2019,12,Q4,16.3,Прочие расходы
ОП-2020-001997,МСТ-009,Ирколь,СКВ-01997,2020-01-01,2020-01-15,691.1,742.6,14,ЗТР-07,2056.1,2409.41,353.31,2020,1,Q1,17.2,Электроэнергия
ОП-2020-001948,МСТ-002,Буденовское,СКВ-01948,2020-01-01,2020-01-09,437.2,421.3,8,ЗТР-01,2962.97,3418.07,455.1,2020,1,Q1,15.4,ГСМ и топливо
ОП-2020-001934,МСТ-001,Инкай,СКВ-01934,2020-01-01,2020-01-08,462.1,459.4,7,ЗТР-02,2161.2,2503.28,342.08,2020,1,Q1,15.8,Заработная плата
ОП-2020-001938,МСТ-001,Инкай,СКВ-01938,2020-01-02,2020-01-18,700.3,769.2,16,ЗТР-02,7114.46,8299.1,1184.64,2020,1,Q1,16.7,Заработная плата
ОП-2020-001938,МСТ-001,Инкай,СКВ-01938,2020-01-02,2020-01-18,700.3,769.2,16,ЗТР-03,3579.51,4156.27,576.76,2020,1,Q1,16.1,Материалы и запчасти
ОП-2020-001966,МСТ-005,Харасан,СКВ-01966,2020-01-03,2020-01-30,896.7,852.0,27,ЗТР-04,3219.7,3760.41,540.71,2020,1,Q1,16.8,Транспорт и логистика
ОП-2020-001999,МСТ-009,Ирколь,СКВ-01999,2020-01-03,2020-01-20,747.4,801.4,17,ЗТР-01,6679.59,7765.43,1085.84,2020,1,Q1,16.3,ГСМ и топливо
ОП-2020-001999,МСТ-009,Ирколь,СКВ-01999,2020-01-03,2020-01-20,747.4,801.4,17,ЗТР-09,699.19,808.39,109.2,2020,1,Q1,15.6,Прочие расходы
ОП-2020-001999,МСТ-009,Ирколь,СКВ-01999,2020-01-03,2020-01-20,747.4,801.4,17,ЗТР-08,234.16,271.63,37.47,2020,1,Q1,16.0,Охрана труда и ТБ
ОП-2020-001954,МСТ-003,Акдала,СКВ-01954,2020-01-03,2020-01-19,723.2,752.5,16,ЗТР-06,5192.42,6055.09,862.67,2020,1,Q1,16.6,Подрядные работы
ОП-2020-001954,МСТ-003,Акдала,СКВ-01954,2020-01-03,2020-01-19,723.2,752.5,16,ЗТР-09,92.77,107.84,15.07,2020,1,Q1,16.2,Прочие расходы
ОП-2020-001983,МСТ-006,Мынкудук,СКВ-01983,2020-01-05,2020-01-20,838.6,773.0,15,ЗТР-03,1269.02,1473.53,204.51,2020,1,Q1,16.1,Материалы и запчасти
ОП-2020-001983,МСТ-006,Мынкудук,СКВ-01983,2020-01-05,2020-01-20,838.6,773.0,15,ЗТР-07,2037.56,2370.3,332.74,2020,1,Q1,16.3,Электроэнергия
ОП-2020-002001,МСТ-009,Ирколь,СКВ-02001,2020-01-05,2020-01-14,370.3,405.4,9,ЗТР-02,2570.36,2965.84,395.48,2020,1,Q1,15.4,Заработная плата
ОП-2020-001989,МСТ-007,Канжуган,СКВ-01989,2020-01-07,2020-01-13,308.4,331.0,6,ЗТР-05,1126.16,1317.4,191.24,2020,1,Q1,17.0,Амортизация оборудования
ОП-2020-001994,МСТ-008,Уванас,СКВ-01994,2020-01-08,2020-01-24,869.0,892.8,16,ЗТР-03,4150.94,4836.81,685.87,2020,1,Q1,16.5,Материалы и запчасти
ОП-2020-001990,МСТ-007,Канжуган,СКВ-01990,2020-01-08,2020-01-14,351.3,359.0,6,ЗТР-04,1289.64,1486.16,196.52,2020,1,Q1,15.2,Транспорт и логистика
ОП-2020-001964,МСТ-004,Южный Инкай,СКВ-01964,2020-01-10,2020-01-26,777.0,723.3,16,ЗТР-08,397.48,465.66,68.18,2020,1,Q1,17.2,Охрана труда и ТБ
ОП-2020-001987,МСТ-006,Мынкудук,СКВ-01987,2020-01-10,2020-01-23,607.4,588.5,13,ЗТР-07,1040.44,1206.52,166.08,2020,1,Q1,16.0,Электроэнергия
ОП-2020-001981,МСТ-006,Мынкудук,СКВ-01981,2020-01-10,2020-01-29,779.0,827.8,19,ЗТР-04,2740.71,3211.93,471.22,2020,1,Q1,17.2,Транспорт и логистика
ОП-2020-001930,МСТ-001,Инкай,СКВ-01930,2020-01-11,2020-01-27,456.8,490.7,16,ЗТР-01,2664.75,3066.69,401.94,2020,1,Q1,15.1,ГСМ и топливо
