номер_скважины,наименование_месторождения,глубина_факт_м,год,total_plan,total_fact,cost_per_meter,variance_pct,is_anomaly
СКВ-00999,Северный Харасан,493.0,2019,11954.36,12984.84,26.34,8.6,False
СКВ-01000,Северный Харасан,478.6,2019,15405.93,15661.18,32.72,1.7,False
СКВ-01001,Северный Харасан,556.2,2019,28410.72,30251.07,54.39,6.5,False
СКВ-01002,Северный Харасан,318.2,2019,10484.08,10985.72,34.52,4.8,False
СКВ-01003,Северный Харасан,597.3,2019,20341.83,22361.57,37.44,9.9,False
СКВ-01004,Заречное,805.0,2019,22481.92,23008.39,28.58,2.3,False
СКВ-01005,Заречное,766.1,2019,20230.690000000002,21642.190000000002,28.25,7.0,False
СКВ-01006,Заречное,503.7,2019,15609.949999999999,16491.28,32.74,5.6,False
СКВ-01007,Заречное,667.7,2019,25795.42,27841.940000000002,41.7,7.9,False
СКВ-01008,Заречное,568.4,2019,19003.59,21003.44,36.95,10.5,False
СКВ-01009,Заречное,822.0,2019,21503.079999999998,23021.85,28.01,7.1,False
СКВ-01010,Заречное,730.8,2019,25296.03,26556.43,36.34,5.0,False
СКВ-01011,Инкай,681.2,2019,22710.58,23942.79,35.15,5.4,False
СКВ-01012,Инкай,750.3,2019,19425.11,20535.91,27.37,5.7,False
СКВ-01013,Инкай,799.2,2019,24623.920000000002,27463.19,34.36,11.5,False
СКВ-01014,Инкай,564.0,2019,14158.24,15329.48,27.18,8.3,False
СКВ-01015,Инкай,630.6,2019,17530.64,18571.77,29.45,5.9,False
СКВ-01016,Инкай,444.6,2019,14114.33,14654.74,32.96,3.8,False
СКВ-01017,Инкай,797.0,2019,20702.86,22567.47,28.32,9.0,False
СКВ-01018,Инкай,809.9,2019,25344.07,25731.260000000002,31.77,1.5,False
СКВ-01019,Буденовское,333.5,2019,10091.560000000001,10125.720000000001,30.36,0.3,False
СКВ-01020,Буденовское,456.0,2019,13167.58,14070.45,30.86,6.9,False
СКВ-01021,Буденовское,492.4,2019,16353.86,16626.5,33.77,1.7,False
СКВ-01022,Буденовское,429.1,2019,11772.69,12654.65,29.49,7.5,False
СКВ-01023,Буденовское,315.3,2019,7345.6,7927.32,25.14,7.9,False
СКВ-01024,Буденовское,564.3,2019,19840.6,20879.85,37.0,5.2,False
СКВ-01025,Буденовское,409.2,2019,16134.18,17451.04,42.65,8.2,False
СКВ-01026,Акдала,733.4,2019,18967.51,19667.940000000002,26.82,3.7,False
СКВ-01027,Акдала,568.8,2019,13768.380000000001,14020.36,24.65,1.8,False
СКВ-01028,Акдала,458.2,2019,14943.99,14991.880000000001,32.72,0.3,False
СКВ-01029,Акдала,815.6,2019,22777.14,23775.46,29.15,4.4,False
СКВ-01030,Акдала,471.5,2019,14268.49,15079.11,31.98,5.7,False
СКВ-01031,Акдала,609.7,2019,14283.55,15819.4,25.95,10.8,False
СКВ-01032,Акдала,646.7,2019,14990.41,15455.62,23.9,3.1,False
СКВ-01033,Акдала,514.8,2019,17467.69,17799.16,34.57,1.9,False
СКВ-01034,Акдала,671.1,2019,18276.24,19705.72,29.36,7.8,False
СКВ-01035,Акдала,802.1,2019,16582.25,16889.25,21.06,1.9,False
СКВ-01036,Акдала,515.3,2019,15412.54,15646.880000000001,30.36,1.5,False
СКВ-01037,Южный Инкай,678.7,2019,23749.91,25709.329999999998,37.88,8.3,False
СКВ-01038,Южный Инкай,874.2,2019,47521.88,51390.28,58.79,8.1,False
СКВ-01039,Южный Инкай,697.2,2019,19034.1,20023.36,28.72,5.2,False
СКВ-01040,Южный Инкай,553.9,2019,17880.98,18581.170000000002,33.55,3.9,False
СКВ-01041,Южный Инкай,521.7,2019,15689.13,16294.54,31.23,3.9,False
СКВ-01042,Южный Инкай,587.1,2019,17403.95,18178.71,30.96,4.5,False
СКВ-01043,Южный Инкай,756.8,2019,24750.69,26148.42,34.55,5.6,False
СКВ-01044,Южный Инкай,619.7,2019,16886.78,18459.45,29.79,9.3,False
СКВ-01045,Южный Инкай,632.2,2019,19809.260000000002,20944.2,33.13,5.7,False
СКВ-01046,Харасан,756.5,2019,21691.010000000002,22375.38,29.58,3.2,False
СКВ-01047,Харасан,855.2,2019,29161.61,31246.83,36.54,7.2,False
СКВ-01048,Харасан,715.4,2019,27091.32,28218.71,39.44,4.2,False
СКВ-01049,Харасан,556.9,2019,13753.67,14661.8,26.33,6.6,False
СКВ-01050,Харасан,543.4,2019,13610.289999999999,14222.789999999999,26.17,4.5,False
СКВ-01051,Харасан,435.5,2019,14618.23,15206.65,34.92,4.0,False
СКВ-01052,Мынкудук,718.5,2019,19427.84,20543.79,28.59,5.7,False
СКВ-01053,Мынкудук,874.8,2019,20781.35,22263.07,25.45,7.1,False
СКВ-01054,Мынкудук,840.6,2019,21561.25,22486.1,26.75,4.3,False
СКВ-01055,Мынкудук,769.5,2019,28161.14,29738.76,38.65,5.6,False
СКВ-01056,Мынкудук,800.6,2019,24934.690000000002,26285.98,32.83,5.4,False
СКВ-01057,Мынкудук,877.0,2019,18867.4,19372.75,22.09,2.7,False
СКВ-01058,Мынкудук,467.0,2019,13178.789999999999,13898.01,29.76,5.5,False
СКВ-01059,Мынкудук,606.9,2019,16100.800000000001,17121.04,28.21,6.3,False
СКВ-01060,Мынкудук,584.8,2019,27307.14,28904.879999999997,49.43,5.9,False
СКВ-01061,Мынкудук,891.9,2019,23822.309999999998,24926.760000000002,27.95,4.6,False
СКВ-01062,Мынкудук,845.6,2019,22113.36,23142.28,27.37,4.7,False
СКВ-01063,Мынкудук,727.0,2019,17313.190000000002,17365.15,23.89,0.3,False
СКВ-01064,Канжуган,410.3,2019,14737.18,15656.55,38.16,6.2,False
СКВ-01065,Канжуган,531.4,2019,18079.37,18729.54,35.25,3.6,False
СКВ-01066,Канжуган,381.0,2019,9879.23,10508.72,27.58,6.4,False
СКВ-01067,Уванас,738.5,2019,24530.52,24944.129999999997,33.78,1.7,False
СКВ-01068,Уванас,870.8,2019,26129.32,27947.77,32.09,7.0,False
СКВ-01069,Уванас,568.1,2019,16302.73,16230.1,28.57,-0.4,False
СКВ-01070,Уванас,855.5,2019,21708.67,24221.68,28.31,11.6,False
СКВ-01071,Уванас,675.9,2019,18199.83,19104.93,28.27,5.0,False
СКВ-01072,Уванас,662.4,2019,17839.88,18761.21,28.32,5.2,False
СКВ-01073,Уванас,780.4,2019,16086.08,16921.690000000002,21.68,5.2,False
СКВ-01074,Ирколь,853.8,2019,23606.75,24748.93,28.99,4.8,False
СКВ-01075,Ирколь,831.5,2019,26604.38,27867.44,33.51,4.7,False
СКВ-01076,Ирколь,711.9,2019,26040.39,28852.43,40.53,10.8,False
СКВ-01077,Ирколь,896.5,2019,28655.89,30191.550000000003,33.68,5.4,False
СКВ-01078,Ирколь,509.1,2019,13673.35,15137.23,29.73,10.7,False
СКВ-01079,Ирколь,718.2,2019,16061.65,16478.76,22.94,2.6,False
СКВ-01080,Северный Харасан,228.2,2019,6389.12,6769.95,29.67,6.0,False
СКВ-01081,Северный Харасан,286.2,2019,7829.209999999999,7898.46,27.6,0.9,False
СКВ-01082,Заречное,591.0,2019,12887.6,12875.64,21.79,-0.1,False
СКВ-01083,Заречное,496.6,2019,18874.47,19476.35,39.22,3.2,False
СКВ-01084,Заречное,667.9,2019,22854.95,23434.81,35.09,2.5,False
СКВ-01085,Заречное,416.3,2019,11919.7,12346.58,29.66,3.6,False
СКВ-01086,Заречное,779.2,2019,23695.08,24481.49,31.42,3.3,False
СКВ-01087,Заречное,823.5,2019,26548.94,26947.55,32.72,1.5,False
СКВ-01088,Заречное,524.4,2019,12758.12,13658.560000000001,26.05,7.1,False
СКВ-01089,Инкай,424.3,2019,11909.43,12235.48,28.84,2.7,False
СКВ-01090,Инкай,570.2,2019,15139.16,16247.67,28.49,7.3,False
СКВ-01091,Инкай,815.6,2019,23728.510000000002,24630.68,30.2,3.8,False
СКВ-01092,Инкай,850.6,2019,19079.33,20881.73,24.55,9.4,False
СКВ-01093,Инкай,797.6,2019,16886.41,17469.7,21.9,3.5,False
СКВ-01094,Инкай,527.2,2019,12055.05,13138.43,24.92,9.0,False
СКВ-01095,Инкай,442.6,2019,10289.45,10957.630000000001,24.76,6.5,False
СКВ-01096,Инкай,823.3,2019,17887.81,19538.77,23.73,9.2,False
СКВ-01097,Инкай,445.6,2019,10975.23,11387.32,25.56,3.8,False
СКВ-01098,Буденовское,408.1,2019,9838.45,10359.91,25.39,5.3,False
СКВ-01099,Буденовское,264.0,2019,8418.869999999999,8976.31,34.0,6.6,False
СКВ-01100,Буденовское,229.8,2019,7181.43,7567.62,32.93,5.4,False
СКВ-01101,Буденовское,465.3,2019,14769.88,16008.3,34.4,8.4,False
СКВ-01102,Акдала,824.6,2019,17433.64,19059.36,23.11,9.3,False
СКВ-01103,Акдала,706.5,2019,16834.04,17972.74,25.44,6.8,False
СКВ-01104,Акдала,741.6,2019,18095.61,19343.09,26.08,6.9,False
СКВ-01105,Акдала,849.1,2019,28211.04,29210.34,34.4,3.5,False
СКВ-01106,Акдала,429.2,2019,8708.34,9353.880000000001,21.79,7.4,False
СКВ-01107,Акдала,783.8,2019,18401.100000000002,19820.969999999998,25.29,7.7,False
СКВ-01108,Акдала,853.1,2019,27757.559999999998,28963.09,33.95,4.3,False
СКВ-01109,Акдала,890.5,2019,24194.56,26324.0,29.56,8.8,False
СКВ-01110,Акдала,763.1,2019,15250.07,16390.21,21.48,7.5,False
СКВ-01111,Акдала,465.2,2019,13334.92,13251.86,28.49,-0.6,False
СКВ-01112,Акдала,766.7,2019,27204.44,28269.239999999998,36.87,3.9,False
СКВ-01113,Южный Инкай,574.2,2019,14369.57,14987.960000000001,26.1,4.3,False
СКВ-01114,Южный Инкай,858.3,2019,19301.95,19925.23,23.21,3.2,False
СКВ-01115,Южный Инкай,773.7,2019,16757.2,17965.4,23.22,7.2,False
СКВ-01116,Южный Инкай,660.9,2019,25774.79,26408.05,39.96,2.5,False
СКВ-01117,Южный Инкай,564.1,2019,15129.220000000001,15387.35,27.28,1.7,False
СКВ-01118,Южный Инкай,427.1,2019,11430.26,12186.119999999999,28.53,6.6,False
СКВ-01119,Южный Инкай,814.9,2019,23588.9,24590.56,30.18,4.2,False
СКВ-01120,Южный Инкай,836.2,2019,22869.5,23667.86,28.3,3.5,False
СКВ-01121,Харасан,806.6,2019,18278.35,19493.92,24.17,6.7,False
СКВ-01122,Харасан,749.4,2019,19481.99,21247.88,28.35,9.1,False
СКВ-01123,Харасан,625.0,2019,16915.75,17698.23,28.32,4.6,False
СКВ-01124,Харасан,732.1,2019,18618.54,19614.21,26.79,5.3,False
СКВ-01125,Харасан,443.0,2019,8478.11,9161.720000000001,20.68,8.1,False
СКВ-01126,Харасан,773.1,2019,21046.82,22679.239999999998,29.34,7.8,False
СКВ-01127,Мынкудук,529.0,2019,15705.89,16618.81,31.42,5.8,False
СКВ-01128,Мынкудук,561.1,2019,20609.41,21097.61,37.6,2.4,False
СКВ-01129,Мынкудук,565.3,2019,15435.83,15343.619999999999,27.14,-0.6,False
СКВ-01130,Мынкудук,835.4,2019,24440.65,25646.84,30.7,4.9,False
СКВ-01131,Мынкудук,761.2,2019,21395.24,22647.55,29.75,5.9,False
СКВ-01132,Мынкудук,770.3,2019,21037.34,22392.18,29.07,6.4,False
СКВ-01133,Мынкудук,591.6,2019,12442.210000000001,13408.56,22.66,7.8,False
СКВ-01134,Мынкудук,634.1,2019,16268.54,17106.1,26.98,5.1,False
СКВ-01135,Мынкудук,599.2,2019,17074.83,17468.260000000002,29.15,2.3,False
СКВ-01136,Мынкудук,843.7,2019,24758.5,25080.690000000002,29.73,1.3,False
СКВ-01137,Мынкудук,597.2,2019,22643.510000000002,23012.37,38.53,1.6,False
СКВ-01138,Мынкудук,546.1,2019,12587.460000000001,13376.18,24.49,6.3,False
СКВ-01139,Канжуган,209.4,2019,5210.85,5553.81,26.52,6.6,False
СКВ-01140,Канжуган,243.1,2019,7829.78,8366.78,34.42,6.9,False
СКВ-01141,Канжуган,282.8,2019,8851.75,9499.5,33.59,7.3,False
СКВ-01142,Канжуган,356.6,2019,10162.88,10501.369999999999,29.45,3.3,False
СКВ-01143,Канжуган,366.3,2019,9272.75,9663.46,26.38,4.2,False
СКВ-01144,Уванас,868.2,2019,23792.07,24993.08,28.79,5.0,False
СКВ-01145,Уванас,733.2,2019,18443.39,18739.92,25.56,1.6,False
СКВ-01146,Уванас,657.6,2019,17454.73,17853.3,27.15,2.3,False
СКВ-01147,Уванас,766.5,2019,23134.43,23761.51,31.0,2.7,False
СКВ-01148,Уванас,665.5,2019,15387.470000000001,16945.8,25.46,10.1,False
СКВ-01149,Уванас,487.8,2019,9711.31,9919.76,20.34,2.1,False
СКВ-01150,Ирколь,668.8,2019,19341.91,20443.21,30.57,5.7,False
СКВ-01151,Ирколь,745.2,2019,17695.87,19262.81,25.85,8.9,False
СКВ-01152,Ирколь,542.6,2019,13202.84,13426.85,24.75,1.7,False
СКВ-01153,Ирколь,618.7,2019,10834.38,12035.19,19.45,11.1,False
СКВ-01154,Ирколь,890.9,2019,26972.48,27897.52,31.31,3.4,False
СКВ-01155,Ирколь,843.7,2019,19568.47,20386.08,24.16,4.2,False
СКВ-01156,Северный Харасан,275.3,2019,9368.55,9959.58,36.18,6.3,False
СКВ-01157,Северный Харасан,325.7,2019,10146.65,11045.79,33.91,8.9,False
СКВ-01158,Северный Харасан,373.4,2019,13135.619999999999,13782.73,36.91,4.9,False
СКВ-01159,Северный Харасан,311.4,2019,9938.789999999999,10379.36,33.33,4.4,False
СКВ-01160,Северный Харасан,300.7,2019,8124.25,8758.57,29.13,7.8,False
СКВ-01161,Заречное,829.1,2019,24350.47,26605.73,32.09,9.3,False
СКВ-01162,Заречное,877.3,2019,20814.45,21248.35,24.22,2.1,False
СКВ-01163,Заречное,884.3,2019,25691.1,27254.33,30.82,6.1,False
СКВ-01164,Заречное,534.1,2019,16124.66,16462.67,30.82,2.1,False
СКВ-01165,Заречное,708.2,2019,17462.45,18605.57,26.27,6.5,False
СКВ-01166,Инкай,662.7,2019,16285.28,16830.79,25.4,3.3,False
СКВ-01167,Инкай,818.4,2019,21723.84,23448.35,28.65,7.9,False
СКВ-01168,Инкай,454.1,2019,9494.69,10168.84,22.39,7.1,False
СКВ-01169,Инкай,405.0,2019,9832.9,10581.01,26.13,7.6,False
СКВ-01170,Инкай,733.3,2019,26459.46,27617.85,37.66,4.4,False
СКВ-01171,Инкай,464.4,2019,10244.29,10756.77,23.16,5.0,False
СКВ-01172,Инкай,578.1,2019,15177.71,15758.23,27.26,3.8,False
СКВ-01173,Инкай,728.7,2019,9813.21,10817.84,14.85,10.2,False
СКВ-01174,Инкай,696.9,2019,18419.91,18831.94,27.02,2.2,False
СКВ-01175,Инкай,676.1,2019,17246.89,18294.399999999998,27.06,6.1,False
СКВ-01176,Инкай,457.2,2019,11331.39,11403.69,24.94,0.6,False
СКВ-01177,Инкай,701.2,2019,17289.06,18013.38,25.69,4.2,False
СКВ-01178,Инкай,669.5,2019,17890.59,18423.46,27.52,3.0,False
СКВ-01179,Инкай,573.7,2019,12540.47,13153.79,22.93,4.9,False
СКВ-01180,Буденовское,377.0,2019,10411.74,10878.41,28.86,4.5,False
СКВ-01181,Буденовское,457.8,2019,14408.42,15245.81,33.3,5.8,False
СКВ-01182,Буденовское,448.6,2019,12732.07,13380.82,29.83,5.1,False
СКВ-01183,Буденовское,545.7,2019,15642.92,17002.1,31.16,8.7,False
СКВ-01184,Буденовское,298.8,2019,9663.66,10283.56,34.42,6.4,False
СКВ-01185,Буденовское,462.5,2019,9859.27,10626.91,22.98,7.8,False
СКВ-01186,Акдала,412.6,2019,11363.62,12189.51,29.54,7.3,False
СКВ-01187,Акдала,867.9,2019,22845.6,24497.22,28.23,7.2,False
СКВ-01188,Акдала,667.4,2019,13759.79,14798.56,22.17,7.5,False
СКВ-01189,Акдала,709.1,2019,17737.56,18468.65,26.05,4.1,False
СКВ-01190,Акдала,807.1,2019,20567.94,20886.87,25.88,1.6,False
СКВ-01191,Акдала,585.6,2019,14205.29,15382.7,26.27,8.3,False
СКВ-01192,Акдала,497.7,2019,10600.7,10814.54,21.73,2.0,False
СКВ-01193,Акдала,578.9,2019,10440.81,10478.61,18.1,0.4,False
СКВ-01194,Акдала,575.7,2019,10089.67,10536.38,18.3,4.4,False
СКВ-01195,Акдала,665.9,2019,14338.68,15271.91,22.93,6.5,False
СКВ-01196,Акдала,762.0,2019,16197.09,16709.78,21.93,3.2,False
СКВ-01197,Акдала,680.9,2019,14577.52,15480.42,22.74,6.2,False
СКВ-01198,Южный Инкай,544.6,2019,12859.03,13221.08,24.28,2.8,False
СКВ-01199,Южный Инкай,644.5,2019,10942.48,11480.2,17.81,4.9,False
СКВ-01200,Южный Инкай,415.7,2019,10581.25,10775.33,25.92,1.8,False
СКВ-01201,Южный Инкай,764.7,2019,16912.28,17454.71,22.83,3.2,False
СКВ-01202,Южный Инкай,698.9,2019,15722.42,16191.51,23.17,3.0,False
СКВ-01203,Южный Инкай,686.1,2019,14062.259999999998,15569.39,22.69,10.7,False
СКВ-01204,Южный Инкай,469.8,2019,8732.64,9472.34,20.16,8.5,False
СКВ-01205,Южный Инкай,488.7,2019,9483.51,9777.79,20.01,3.1,False
СКВ-01206,Южный Инкай,678.8,2019,22585.77,23626.87,34.81,4.6,False
СКВ-01207,Южный Инкай,886.6,2019,22758.36,23580.76,26.6,3.6,False
СКВ-01208,Харасан,739.9,2019,15597.68,16475.0,22.27,5.6,False
СКВ-01209,Харасан,622.2,2019,14494.3,15223.77,24.47,5.0,False
СКВ-01210,Харасан,798.1,2019,16666.850000000002,17485.62,21.91,4.9,False
СКВ-01211,Харасан,696.3,2019,11621.7,12451.67,17.88,7.1,False
СКВ-01212,Харасан,470.0,2019,11580.199999999999,12232.93,26.03,5.6,False
СКВ-01213,Харасан,623.2,2019,13913.9,13956.48,22.39,0.3,False
СКВ-01214,Харасан,447.9,2019,10029.789999999999,11059.56,24.69,10.3,False
СКВ-01215,Харасан,457.6,2019,9124.3,9843.08,21.51,7.9,False
СКВ-01216,Харасан,826.2,2019,20208.28,20844.02,25.23,3.1,False
СКВ-01217,Харасан,470.8,2019,10134.02,10573.289999999999,22.46,4.3,False
СКВ-01218,Харасан,844.0,2019,23875.18,25214.99,29.88,5.6,False
СКВ-01219,Мынкудук,426.0,2019,10309.050000000001,11058.67,25.96,7.3,False
СКВ-01220,Мынкудук,688.9,2019,20603.08,21144.77,30.69,2.6,False
СКВ-01221,Мынкудук,564.2,2019,14140.18,15321.9,27.16,8.4,False
СКВ-01222,Мынкудук,454.8,2019,11123.099999999999,11227.77,24.69,0.9,False
СКВ-01223,Мынкудук,418.0,2019,10033.67,10203.779999999999,24.41,1.7,False
СКВ-01224,Мынкудук,515.3,2019,13715.529999999999,14975.7,29.06,9.2,False
СКВ-01225,Мынкудук,547.2,2019,16533.93,16986.21,31.04,2.7,False
СКВ-01226,Мынкудук,530.6,2019,12074.65,12382.79,23.34,2.6,False
СКВ-01227,Мынкудук,625.7,2019,11253.18,11534.19,18.43,2.5,False
СКВ-01228,Мынкудук,588.2,2019,14365.18,14622.45,24.86,1.8,False
СКВ-01229,Мынкудук,476.4,2019,12790.16,13216.72,27.74,3.3,False
СКВ-01230,Мынкудук,819.3,2019,16970.04,17894.32,21.84,5.4,False
СКВ-01231,Мынкудук,651.2,2019,14141.68,14906.95,22.89,5.4,False
СКВ-01232,Мынкудук,896.3,2019,17989.19,18686.38,20.85,3.9,False
СКВ-01233,Канжуган,311.9,2019,9318.94,9768.84,31.32,4.8,False
СКВ-01234,Канжуган,463.4,2019,13965.49,14730.029999999999,31.79,5.5,False
СКВ-01235,Уванас,555.3,2019,8312.9,8882.45,16.0,6.9,False
СКВ-01236,Уванас,642.6,2019,12294.2,12840.77,19.98,4.4,False
СКВ-01237,Уванас,621.6,2019,18327.79,18914.6,30.43,3.2,False
СКВ-01238,Уванас,728.1,2019,17372.03,18783.21,25.8,8.1,False
СКВ-01239,Уванас,747.7,2019,18300.14,18841.82,25.2,3.0,False
СКВ-01240,Уванас,657.9,2019,11003.779999999999,11745.12,17.85,6.7,False
СКВ-01241,Уванас,628.3,2019,19794.98,20825.43,33.15,5.2,False
СКВ-01242,Ирколь,466.2,2019,12093.66,12230.8,26.24,1.1,False
СКВ-01243,Ирколь,404.4,2019,9961.539999999999,10633.119999999999,26.29,6.7,False
СКВ-01244,Ирколь,655.2,2019,16590.61,17944.2,27.39,8.2,False
СКВ-01245,Ирколь,515.3,2019,11554.84,12129.0,23.54,5.0,False
СКВ-01246,Ирколь,784.5,2019,21475.08,21952.43,27.98,2.2,False
СКВ-01247,Ирколь,683.1,2019,16235.179999999998,16934.1,24.79,4.3,False
СКВ-01248,Ирколь,707.6,2019,21572.58,21942.27,31.01,1.7,False
СКВ-01249,Ирколь,424.3,2019,9020.59,9508.84,22.41,5.4,False
СКВ-01250,Ирколь,810.5,2019,17571.96,19010.059999999998,23.45,8.2,False
СКВ-01251,Северный Харасан,283.6,2019,8226.26,8824.060000000001,31.11,7.3,False
СКВ-01252,Северный Харасан,592.8,2019,14721.51,15385.79,25.95,4.5,False
СКВ-01253,Северный Харасан,577.0,2019,15649.56,16316.369999999999,28.28,4.3,False
СКВ-01254,Северный Харасан,219.6,2019,7449.73,7713.41,35.12,3.5,False
СКВ-01255,Северный Харасан,303.1,2019,6870.61,7190.93,23.72,4.7,False
СКВ-01256,Заречное,500.6,2019,17968.920000000002,17920.329999999998,35.8,-0.3,False
СКВ-01257,Заречное,484.8,2019,11799.14,11990.76,24.73,1.6,False
СКВ-01258,Заречное,771.5,2019,18822.399999999998,19665.39,25.49,4.5,False
СКВ-01259,Заречное,469.2,2019,13186.630000000001,13464.25,28.7,2.1,False
СКВ-01260,Заречное,475.4,2019,11445.74,12289.84,25.85,7.4,False
СКВ-01261,Заречное,683.1,2019,14919.560000000001,15970.41,23.38,7.0,False
СКВ-01262,Заречное,888.9,2019,27910.2,29242.01,32.9,4.8,False
СКВ-01263,Заречное,542.7,2019,15767.54,16198.52,29.85,2.7,False
СКВ-01264,Заречное,456.0,2019,11634.380000000001,12607.72,27.65,8.4,False
СКВ-01265,Инкай,630.4,2019,10247.79,10754.970000000001,17.06,4.9,False
СКВ-01266,Инкай,461.9,2019,8115.36,8243.18,17.85,1.6,False
СКВ-01267,Инкай,751.8,2019,13409.34,14427.8,19.19,7.6,False
СКВ-01268,Инкай,675.7,2019,14735.630000000001,15194.75,22.49,3.1,False
СКВ-01269,Инкай,574.4,2019,10045.41,10285.380000000001,17.91,2.4,False
СКВ-01270,Инкай,458.3,2019,8334.09,8745.35,19.08,4.9,False
СКВ-01271,Инкай,535.9,2019,10851.15,11599.77,21.65,6.9,False
СКВ-01272,Инкай,491.4,2019,12358.220000000001,13289.5,27.04,7.5,False
СКВ-01273,Инкай,850.1,2019,20271.489999999998,21842.61,25.69,7.8,False
СКВ-01274,Инкай,423.4,2019,9885.31,10333.039999999999,24.4,4.5,False
СКВ-01275,Инкай,629.8,2019,15585.25,15750.68,25.01,1.1,False
СКВ-01276,Инкай,418.2,2019,10662.08,11626.72,27.8,9.0,False
СКВ-01277,Инкай,859.6,2019,15743.86,17033.33,19.82,8.2,False
СКВ-01278,Инкай,741.5,2019,16135.11,17321.33,23.36,7.4,False
СКВ-01279,Буденовское,236.6,2019,7184.22,7300.4,30.86,1.6,False
СКВ-01280,Буденовское,464.1,2019,12983.300000000001,13813.48,29.76,6.4,False
СКВ-01281,Буденовское,390.8,2019,8300.39,8656.45,22.15,4.3,False
СКВ-01282,Буденовское,501.8,2019,12283.97,13369.16,26.64,8.8,False
СКВ-01283,Буденовское,590.4,2019,15021.08,15787.09,26.74,5.1,False
СКВ-01284,Буденовское,465.2,2019,11307.23,11866.78,25.51,4.9,False
СКВ-01285,Буденовское,336.9,2019,9740.14,10393.470000000001,30.85,6.7,False
СКВ-01286,Буденовское,315.1,2019,8201.93,8422.04,26.73,2.7,False
СКВ-01287,Акдала,793.6,2019,22061.31,23172.010000000002,29.2,5.0,False
СКВ-01288,Акдала,827.7,2019,16807.92,17574.77,21.23,4.6,False
СКВ-01289,Акдала,693.0,2019,13825.71,14791.699999999999,21.34,7.0,False
СКВ-01290,Акдала,487.7,2019,10882.42,11601.89,23.79,6.6,False
СКВ-01291,Акдала,446.2,2019,11240.23,11593.689999999999,25.98,3.1,False
СКВ-01292,Акдала,882.5,2019,13714.550000000001,14858.109999999999,16.84,8.3,False
СКВ-01293,Акдала,749.9,2019,22414.28,23495.83,31.33,4.8,False
СКВ-01294,Акдала,841.8,2019,22129.87,22876.309999999998,27.18,3.4,False
СКВ-01295,Акдала,698.3,2019,15357.01,17307.54,24.79,12.7,False
СКВ-01296,Южный Инкай,488.2,2019,11417.81,11803.08,24.18,3.4,False
СКВ-01297,Южный Инкай,609.5,2019,14324.64,14859.74,24.38,3.7,False
СКВ-01298,Южный Инкай,511.3,2019,13136.16,13882.95,27.15,5.7,False
СКВ-01299,Южный Инкай,429.0,2019,8607.95,8947.08,20.86,3.9,False
СКВ-01300,Южный Инкай,846.5,2019,18667.06,20467.0,24.18,9.6,False
СКВ-01301,Южный Инкай,774.0,2019,13746.52,14873.19,19.22,8.2,False
СКВ-01302,Южный Инкай,634.6,2019,9058.4,9291.029999999999,14.64,2.6,False
СКВ-01303,Южный Инкай,467.5,2019,9361.0,9757.69,20.87,4.2,False
СКВ-01304,Южный Инкай,604.9,2019,17896.98,17972.5,29.71,0.4,False
СКВ-01305,Харасан,743.6,2019,15168.85,15510.4,20.86,2.3,False
СКВ-01306,Харасан,844.3,2019,18555.53,20069.63,23.77,8.2,False
СКВ-01307,Харасан,848.0,2019,16345.85,16830.21,19.85,3.0,False
СКВ-01308,Харасан,491.8,2019,14449.4,15299.38,31.11,5.9,False
СКВ-01309,Харасан,881.5,2019,20388.35,22643.739999999998,25.69,11.1,False
СКВ-01310,Харасан,644.3,2019,15427.050000000001,16682.22,25.89,8.1,False
СКВ-01311,Харасан,863.8,2019,19737.62,21000.87,24.31,6.4,False
СКВ-01312,Харасан,560.4,2019,10481.42,10945.47,19.53,4.4,False
СКВ-01313,Харасан,466.6,2019,10257.16,10892.81,23.35,6.2,False
СКВ-01314,Мынкудук,844.0,2019,23739.43,25396.260000000002,30.09,7.0,False
СКВ-01315,Мынкудук,408.0,2019,5697.08,5967.21,14.63,4.7,False
СКВ-01316,Мынкудук,847.1,2019,16304.79,17312.09,20.44,6.2,False
СКВ-01317,Мынкудук,629.2,2019,10246.01,11048.71,17.56,7.8,False
СКВ-01318,Мынкудук,629.9,2019,14050.76,15273.24,24.25,8.7,False
СКВ-01319,Мынкудук,878.7,2019,18746.02,20006.7,22.77,6.7,False
СКВ-01320,Мынкудук,614.1,2019,12758.14,13514.1,22.01,5.9,False
СКВ-01321,Мынкудук,402.6,2019,7615.99,7949.8,19.75,4.4,False
СКВ-01322,Мынкудук,735.3,2019,14077.95,14187.01,19.29,0.8,False
СКВ-01323,Мынкудук,732.6,2019,13287.07,14215.61,19.4,7.0,False
СКВ-01324,Мынкудук,549.5,2019,13216.24,14102.51,25.66,6.7,False
СКВ-01325,Мынкудук,846.8,2019,21926.0,23787.28,28.09,8.5,False
СКВ-01326,Канжуган,562.1,2019,15608.02,16631.59,29.59,6.6,False
СКВ-01327,Канжуган,502.7,2019,16212.55,16546.87,32.92,2.1,False
СКВ-01328,Канжуган,413.6,2019,10242.4,10607.44,25.65,3.6,False
СКВ-01329,Уванас,506.8,2019,15094.41,15414.1,30.41,2.1,False
СКВ-01330,Уванас,608.0,2019,13059.75,13593.52,22.36,4.1,False
СКВ-01331,Уванас,576.3,2019,11993.32,12415.85,21.54,3.5,False
