номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал
ОП-2019-001548,МСТ-003,Акдала,СКВ-01548,2019-08-14,2019-09-01,629.2,579.3,18,ЗТР-08,258.72,297.01,38.29,2019,8,Q3
ОП-2019-001548,МСТ-003,Акдала,СКВ-01548,2019-08-14,2019-09-01,629.2,579.3,18,ЗТР-07,536.35,546.67,10.32,2019,8,Q3
ОП-2019-001548,МСТ-003,Акдала,СКВ-01548,2019-08-14,2019-09-01,629.2,579.3,18,ЗТР-06,1855.68,2128.38,272.7,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-03,2990.68,3057.41,66.73,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-01,4644.22,4693.5,49.28,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-02,1418.29,1505.47,87.18,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-04,1012.32,1008.12,-4.2,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-05,982.56,1150.16,167.6,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-09,281.18,297.55,16.37,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-07,903.38,1004.85,101.47,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-08,500.26,582.51,82.25,2019,8,Q3
ОП-2019-001555,МСТ-005,Харасан,СКВ-01555,2019-08-15,2019-08-28,522.0,574.7,13,ЗТР-06,693.7,726.62,32.92,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-03,2154.42,2370.47,216.05,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-09,410.48,399.17,-11.31,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-02,3805.25,3937.2,131.95,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-01,3264.8,3727.68,462.88,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-01,3178.53,3132.93,-45.6,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-03,2881.09,2762.14,-118.95,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-04,1907.71,2046.38,138.67,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-05,1594.56,1601.57,7.01,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-06,1435.64,1413.85,-21.79,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-08,721.03,813.88,92.85,2019,8,Q3
ОП-2019-001583,МСТ-008,Уванас,СКВ-01583,2019-08-17,2019-09-01,840.8,821.4,15,ЗТР-07,1273.8,1343.56,69.76,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-08,726.79,711.04,-15.75,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-07,1142.95,1316.84,173.89,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-06,406.28,460.88,54.6,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-05,1460.1,1526.09,65.99,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-02,3389.6,3441.8,52.2,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-04,911.16,993.97,82.81,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-08,208.67,223.12,14.45,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-02,2708.4,3066.61,358.21,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-08,247.66,283.87,36.21,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-09,375.38,407.41,32.03,2019,8,Q3
ОП-2019-001584,МСТ-009,Ирколь,СКВ-01584,2019-08-17,2019-08-30,612.4,635.4,13,ЗТР-09,190.64,202.35,11.71,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-05,1066.91,1187.78,120.87,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-04,2272.95,2510.24,237.29,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-03,852.04,927.71,75.67,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-07,3258.18,3114.87,-143.31,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-01,2376.0,2314.39,-61.61,2019,8,Q3
ОП-2019-001557,МСТ-005,Харасан,СКВ-01557,2019-08-17,2019-09-07,809.1,845.3,21,ЗТР-06,1796.78,2022.81,226.03,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-07,819.81,828.21,8.4,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-06,757.34,775.61,18.27,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-01,2985.65,3230.8,245.15,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-09,716.03,807.48,91.45,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-02,3383.73,3855.35,471.62,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-03,3328.85,3520.54,191.69,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-04,1349.77,1482.22,132.45,2019,8,Q3
ОП-2019-001593,МСТ-011,Северный Харасан,СКВ-01593,2019-08-17,2019-09-01,625.5,583.3,15,ЗТР-05,910.65,961.95,51.3,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-08,478.03,456.18,-21.85,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-01,2076.71,2365.93,289.22,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-02,1349.68,1573.8,224.12,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-04,1386.51,1466.47,79.96,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-05,802.42,856.7,54.28,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-03,564.53,628.6,64.07,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-07,752.76,780.01,27.25,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-09,131.03,127.55,-3.48,2019,8,Q3
ОП-2019-001558,МСТ-005,Харасан,СКВ-01558,2019-08-19,2019-08-28,403.7,447.1,9,ЗТР-06,598.91,596.05,-2.86,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-09,353.68,368.8,15.12,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-04,1755.76,1811.65,55.89,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-05,1142.73,1311.92,169.19,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-06,2979.93,2892.36,-87.57,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-07,302.11,344.49,42.38,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-08,639.06,616.66,-22.4,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-09,427.96,436.88,8.92,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-02,1700.2,1723.1,22.9,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-08,523.28,515.65,-7.63,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-07,1071.12,1215.66,144.54,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-06,1959.96,2025.2,65.24,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-05,1319.79,1391.72,71.93,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-04,1620.4,1719.37,98.97,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-03,1039.01,992.24,-46.77,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-01,7570.95,7600.34,29.39,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-03,2408.65,2794.4,385.75,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-09,217.92,241.7,23.78,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-07,1255.53,1374.87,119.34,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-06,845.01,830.52,-14.49,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-05,1778.81,1764.54,-14.27,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-03,1619.98,1641.63,21.65,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-02,2582.33,3034.32,451.99,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-01,3081.67,3444.99,363.32,2019,8,Q3
ОП-2019-001591,МСТ-009,Ирколь,СКВ-01591,2019-08-20,2019-09-06,634.8,615.6,17,ЗТР-01,2123.52,2229.42,105.9,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-08,119.71,135.55,15.84,2019,8,Q3
ОП-2019-001599,МСТ-012,Заречное,СКВ-01599,2019-08-20,2019-09-01,661.8,611.8,12,ЗТР-02,2167.05,2203.65,36.6,2019,8,Q3
ОП-2019-001597,МСТ-012,Заречное,СКВ-01597,2019-08-20,2019-09-05,588.7,635.2,16,ЗТР-04,855.24,866.98,11.74,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-09,344.19,390.95,46.76,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-08,473.65,551.19,77.54,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-09,90.42,103.02,12.6,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-03,1975.33,2027.2,51.87,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-02,4928.05,4809.15,-118.9,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-05,1037.35,1149.62,112.27,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-06,336.68,353.12,16.44,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-07,635.9,654.72,18.82,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-08,333.75,379.78,46.03,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-09,304.16,291.13,-13.03,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-08,229.95,261.37,31.42,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-01,1759.41,1697.71,-61.7,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-02,1461.98,1503.59,41.61,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-03,583.5,617.68,34.18,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-04,489.17,494.24,5.07,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-01,3099.72,3021.69,-78.03,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-07,1006.31,958.64,-47.67,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-06,1922.95,1987.47,64.52,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-05,1848.69,1780.94,-67.75,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-04,1325.86,1426.5,100.64,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-07,675.4,654.16,-21.24,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-06,885.17,969.39,84.22,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-09,241.03,253.07,12.04,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-08,101.08,104.94,3.86,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-07,988.54,1087.86,99.32,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-06,1542.55,1492.25,-50.3,2019,8,Q3
ОП-2019-001529,МСТ-001,Инкай,СКВ-01529,2019-08-21,2019-08-30,521.0,511.6,9,ЗТР-05,1382.52,1462.68,80.16,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-05,814.81,926.38,111.57,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-02,2662.47,2985.97,323.5,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-03,2355.67,2345.61,-10.06,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-04,424.18,460.99,36.81,2019,8,Q3
ОП-2019-001600,МСТ-012,Заречное,СКВ-01600,2019-08-21,2019-09-01,638.7,667.0,11,ЗТР-04,1332.55,1465.83,133.28,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-01,1772.97,1832.65,59.68,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-02,3637.38,4026.67,389.29,2019,8,Q3
ОП-2019-001579,МСТ-007,Канжуган,СКВ-01579,2019-08-21,2019-09-04,540.6,573.0,14,ЗТР-03,2096.46,2230.32,133.86,2019,8,Q3
ОП-2019-001603,МСТ-012,Заречное,СКВ-01603,2019-08-21,2019-08-30,463.0,459.1,9,ЗТР-01,1510.36,1694.57,184.21,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-09,198.1,203.83,5.73,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-08,808.94,860.06,51.12,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-05,1488.22,1720.61,232.39,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-06,1515.13,1492.35,-22.78,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-02,2889.34,2825.34,-64.0,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-03,2667.8,2724.92,57.12,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-04,680.12,740.63,60.51,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-05,1262.71,1270.16,7.45,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-06,3083.16,3255.12,171.96,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-07,546.83,558.79,11.96,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-08,809.32,867.75,58.43,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-09,240.36,233.79,-6.57,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-01,3222.19,3146.66,-75.53,2019,8,Q3
ОП-2019-001596,МСТ-012,Заречное,СКВ-01596,2019-08-22,2019-09-05,783.3,814.8,14,ЗТР-01,4873.99,4682.16,-191.83,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-02,4953.3,5262.97,309.67,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-04,727.6,736.31,8.71,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-06,2322.12,2695.06,372.94,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-07,507.64,571.33,63.69,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-08,305.07,332.76,27.69,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-01,4788.18,5014.82,226.64,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-02,2623.63,2821.56,197.93,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-03,1868.73,1925.86,57.13,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-04,2056.83,2270.71,213.88,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-05,2984.45,3247.79,263.34,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-03,2976.62,3202.27,225.65,2019,8,Q3
ОП-2019-001556,МСТ-005,Харасан,СКВ-01556,2019-08-22,2019-09-07,866.4,792.9,16,ЗТР-09,169.09,189.35,20.26,2019,8,Q3
ОП-2019-001566,МСТ-006,Мынкудук,СКВ-01566,2019-08-22,2019-09-06,766.0,759.0,15,ЗТР-07,373.51,363.34,-10.17,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-07,1292.95,1331.43,38.48,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-06,3557.95,3556.57,-1.38,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-05,1625.6,1727.81,102.21,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-04,1069.65,1080.25,10.6,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-03,2862.48,2951.61,89.13,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-08,355.4,351.28,-4.12,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-01,8800.32,9559.52,759.2,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-02,4658.09,4562.84,-95.25,2019,8,Q3
ОП-2019-001580,МСТ-008,Уванас,СКВ-01580,2019-08-22,2019-09-17,814.3,842.5,26,ЗТР-09,224.01,246.02,22.01,2019,8,Q3
ОП-2019-001562,МСТ-005,Харасан,СКВ-01562,2019-08-23,2019-09-09,933.2,875.8,17,ЗТР-01,1770.74,2003.56,232.82,2019,8,Q3
ОП-2019-001562,МСТ-005,Харасан,СКВ-01562,2019-08-23,2019-09-09,933.2,875.8,17,ЗТР-09,112.74,132.29,19.55,2019,8,Q3
ОП-2019-001562,МСТ-005,Харасан,СКВ-01562,2019-08-23,2019-09-09,933.2,875.8,17,ЗТР-07,1060.44,1138.53,78.09,2019,8,Q3
ОП-2019-001574,МСТ-006,Мынкудук,СКВ-01574,2019-08-23,2019-09-13,682.2,693.7,21,ЗТР-03,779.93,761.07,-18.86,2019,8,Q3
ОП-2019-001574,МСТ-006,Мынкудук,СКВ-01574,2019-08-23,2019-09-13,682.2,693.7,21,ЗТР-02,4610.38,4723.7,113.32,2019,8,Q3
ОП-2019-001562,МСТ-005,Харасан,СКВ-01562,2019-08-23,2019-09-09,933.2,875.8,17,ЗТР-06,2659.27,2622.05,-37.22,2019,8,Q3
ОП-2019-001562,МСТ-005,Харасан,СКВ-01562,2019-08-23,2019-09-09,933.2,875.8,17,ЗТР-08,728.48,741.86,13.38,2019,8,Q3
